Wind speed(m/s),Temperature(C),Humidity,Air Pressure,Wind direction,Precipitation(mm),solar irradiation(kW/m2),Active Power(MW)_Hybrid_88W
0.26,0.17,0.64,1,0.18,0.17,0.53,0.7089
0.22,0.17,0.68,1,0.24,0.17,0.56,0.7038
0.28,0.17,0.7,1,0.15,0.17,0.49,0.7209
0.29,0.16,0.71,1,0.12,0.16,0.44,0.7195
0.09,0.16,0.71,1,0.08,0.15,0.33,0.6782
0.17,0.15,0.72,1,0.16,0.16,0.2,0.6533
0.22,0.13,0.74,1,0.1,0.16,0.02,0.6415
0.21,0.13,0.77,1,0.06,0.19,0,0.6439
0.11,0.13,0.8,0.99,0.12,0.18,0,0.6221
0.21,0.13,0.82,0.99,0.1,0.18,0,0.6448
0.39,0.12,0.82,0.99,0.17,0.19,0,0.6618
0.5,0.13,0.8,0.99,0.16,0.18,0,0.6818
0.5,0.16,0.73,1,0.18,0.19,0,0.6683
0.98,0.18,0.57,1,0.06,0.2,0,0.7451
0.87,0.19,0.43,1,0.05,0.19,0,0.7082
0.94,0.19,0.42,1,0.02,0.2,0,0.7207
0.86,0.2,0.4,1,0.04,0.19,0,0.705
0.77,0.2,0.38,1,0.06,0.19,0,0.6814
0.69,0.2,0.35,1,0.02,0.18,0,0.6747
0.57,0.2,0.34,1,0.01,0.19,0,0.6529
0.58,0.2,0.35,1,0.01,0.19,0.01,0.657
0.4,0.19,0.35,1,0.35,0.18,0.2,0.6008
0.21,0.18,0.37,1,0.01,0.18,0.38,0.6591
0.15,0.17,0.4,1,0.35,0.16,0.54,0.6243
0.25,0.14,0.47,1,0.36,0.16,0.63,0.6622
0.33,0.13,0.49,1,0.36,0.16,0.66,0.6834
0.32,0.12,0.53,1,0.35,0.15,0.63,0.6829
0.32,0.11,0.55,1,0.36,0.15,0.54,0.6684
0.25,0.1,0.57,1,0.35,0.14,0.39,0.637
0.22,0.09,0.61,1,0.34,0.14,0.21,0.6063
0.24,0.09,0.62,1,0.35,0.15,0.02,0.577
0.31,0.09,0.63,1,0.32,0.18,0,0.5867
0.36,0.09,0.62,1,0.02,0.18,0,0.6459
0.33,0.1,0.61,1,0.36,0.17,0,0.5837
0.3,0.1,0.58,1,0.36,0.17,0,0.5757
0.28,0.1,0.58,1,0.02,0.17,0,0.6285
0.25,0.11,0.58,1,0.08,0.16,0,0.6157
0.3,0.13,0.54,1,0.07,0.16,0,0.6216
0.28,0.17,0.44,1,0.11,0.17,0,0.603
0.23,0.2,0.37,1,0.11,0.17,0,0.586
0.28,0.21,0.33,1,0.06,0.16,0,0.6
0.48,0.21,0.3,1,0.12,0.16,0,0.6165
0.44,0.22,0.25,1,0.08,0.15,0,0.613
0.3,0.22,0.24,1,0.07,0.14,0,0.5924
0.24,0.22,0.24,1,0.11,0.15,0.01,0.5752
0.55,0.22,0.27,1,0.01,0.15,0.15,0.6692
0.58,0.19,0.35,1,0.1,0.15,0.3,0.6972
0.36,0.18,0.43,1,0.12,0.14,0.44,0.6913
0.24,0.17,0.45,1,0.14,0.16,0.41,0.6603
0.15,0.16,0.46,1,0.1,0.16,0.5,0.6663
0.21,0.14,0.5,1,0.1,0.16,0.54,0.6865
0.15,0.13,0.54,1,0.11,0.16,0.5,0.6744
0.2,0.13,0.55,1,0.07,0.16,0.37,0.6689
0.2,0.11,0.58,1,0.22,0.16,0.2,0.6202
0.23,0.11,0.61,1,0.27,0.16,0.02,0.5911
0.23,0.11,0.63,1,0.25,0.17,0,0.5912
0.25,0.12,0.62,1,0.24,0.18,0,0.596
0.18,0.11,0.64,1,0.26,0.19,0,0.5802
0.26,0.11,0.65,1,0.3,0.18,0,0.5903
0.17,0.11,0.66,1,0.32,0.19,0,0.5719
0.17,0.1,0.68,1,0.28,0.19,0,0.5812
0.19,0.12,0.7,1,0.28,0.19,0,0.5911
0.17,0.18,0.67,1,0.28,0.17,0,0.594
0.15,0.21,0.48,1,0.26,0.16,0,0.5705
0.36,0.23,0.44,1,0.32,0.17,0,0.5891
0.45,0.23,0.42,1,0.27,0.17,0,0.6115
0.59,0.23,0.45,1,0.25,0.17,0,0.6421
0.56,0.23,0.47,1,0.26,0.19,0,0.6343
0.41,0.24,0.38,1,0.22,0.18,0.01,0.6053
0.6,0.23,0.35,1,0.17,0.18,0.14,0.6625
0.54,0.22,0.35,1,0.11,0.19,0.28,0.6803
0.51,0.21,0.37,1,0.15,0.17,0.46,0.7063
0.34,0.19,0.42,1,0.18,0.17,0.57,0.6961
0.28,0.18,0.47,1,0.18,0.17,0.55,0.6893
0.33,0.16,0.54,1,0.21,0.17,0.49,0.6902
0.32,0.15,0.61,1,0.25,0.18,0.42,0.6778
0.14,0.13,0.65,1,0.25,0.18,0.34,0.6381
0.27,0.14,0.68,1,0.18,0.18,0.18,0.6486
0.19,0.12,0.69,1,0.11,0.17,0.02,0.622
0.09,0.12,0.7,1,0.16,0.21,0,0.5899
0.09,0.12,0.71,1,0.21,0.2,0,0.5846
0.15,0.12,0.73,1,0.21,0.2,0,0.5978
0.16,0.12,0.74,1,0.17,0.2,0,0.6079
0.15,0.12,0.74,1,0.19,0.19,0,0.6053
0.12,0.12,0.73,1,0.17,0.19,0,0.6041
0.16,0.14,0.73,1,0.08,0.18,0,0.6276
0.11,0.19,0.7,1,0.1,0.18,0,0.6191
0.12,0.22,0.62,1,0.07,0.19,0,0.6164
0.18,0.23,0.46,1,0.05,0.2,0,0.6043
0.21,0.24,0.39,1,0.06,0.2,0,0.5963
0.71,0.24,0.45,1,0.07,0.2,0,0.6868
0.67,0.24,0.41,1,0.01,0.21,0,0.6833
0.5,0.24,0.34,1,0,0.22,0.01,0.6436
0.42,0.24,0.31,1,0.02,0.23,0.12,0.6412
0.47,0.22,0.38,1,0.07,0.24,0.28,0.6735
0.38,0.19,0.5,1,0.06,0.22,0.42,0.7006
0.25,0.18,0.45,1,0.12,0.23,0.55,0.6815
0.34,0.17,0.56,1,0.11,0.2,0.55,0.7191
0.32,0.15,0.57,1,0.11,0.21,0.46,0.6979
0.22,0.14,0.6,1,0.17,0.2,0.41,0.6675
0.09,0.14,0.63,1,0.2,0.21,0.3,0.6246
0.12,0.13,0.65,1,0.08,0.21,0.15,0.6266
0.13,0.13,0.67,1,0.11,0.23,0.02,0.6012
0.12,0.12,0.69,1,0.12,0.25,0,0.5929
0.15,0.12,0.71,1,0.08,0.25,0,0.6067
0.17,0.13,0.7,1,0.11,0.25,0,0.6077
0.2,0.13,0.7,1,0.16,0.26,0,0.6026
0.17,0.11,0.71,1,0.17,0.25,0,0.5949
0.2,0.1,0.71,1,0.16,0.25,0,0.6018
0.23,0.12,0.71,1,0.15,0.25,0,0.6113
0.14,0.18,0.65,1,0.15,0.26,0,0.5944
0.25,0.23,0.41,1,0.18,0.26,0,0.5737
0.28,0.24,0.37,1,0.17,0.26,0,0.5754
0.34,0.25,0.36,1,0.15,0.26,0,0.589
0.33,0.25,0.33,1,0.23,0.26,0,0.5724
0.36,0.25,0.35,1,0.24,0.26,0,0.5766
0.4,0.25,0.35,1,0.25,0.26,0.01,0.5835
0.48,0.24,0.37,1,0.28,0.26,0.17,0.6222
0.45,0.23,0.38,1,0.29,0.27,0.38,0.6464
0.42,0.21,0.39,1,0.26,0.23,0.48,0.6692
0.5,0.2,0.42,1,0.25,0.22,0.53,0.6958
0.46,0.18,0.45,1,0.29,0.21,0.56,0.6926
0.46,0.18,0.47,1,0.26,0.22,0.48,0.6842
0.48,0.17,0.5,1,0.21,0.21,0.39,0.6865
0.4,0.14,0.56,1,0.2,0.22,0.24,0.6559
0.31,0.12,0.6,1,0.23,0.23,0.13,0.6163
0.34,0.12,0.63,1,0.16,0.24,0.01,0.6138
0.25,0.11,0.64,1,0.09,0.25,0,0.6096
0.35,0.1,0.64,1,0.17,0.23,0,0.6155
0.35,0.11,0.64,1,0.11,0.23,0,0.6251
0.28,0.11,0.6,1,0.14,0.23,0,0.604
0.43,0.11,0.58,1,0.18,0.22,0,0.6211
0.41,0.12,0.53,1,0.17,0.23,0,0.612
0.35,0.15,0.54,1,0.15,0.23,0,0.6114
0.34,0.17,0.58,1,0.18,0.23,0,0.6144
0.32,0.2,0.52,1,0.23,0.22,0,0.6008
0.3,0.21,0.47,1,0.16,0.23,0,0.597
0.31,0.22,0.47,1,0.23,0.23,0,0.591
0.27,0.22,0.45,1,0.27,0.26,0,0.5691
0.28,0.22,0.45,1,0.26,0.23,0,0.5766
0.3,0.22,0.47,1,0.23,0.23,0.01,0.5889
0.26,0.22,0.51,1,0.15,0.23,0.15,0.6265
0.31,0.2,0.55,1,0.16,0.24,0.32,0.6637
0.26,0.19,0.58,1,0.12,0.22,0.46,0.6926
0.34,0.17,0.61,1,0.11,0.22,0.53,0.722
0.45,0.17,0.6,1,0.14,0.23,0.57,0.7367
0.37,0.17,0.62,0.99,0.12,0.23,0.54,0.7231
0.37,0.16,0.63,0.99,0.2,0.23,0.46,0.6981
0.43,0.16,0.64,0.99,0.23,0.25,0.32,0.6777
0.35,0.16,0.63,0.99,0.16,0.26,0.17,0.6484
0.36,0.16,0.64,0.99,0.18,0.26,0.01,0.6217
0.36,0.15,0.66,0.99,0.11,0.3,0,0.6257
0.3,0.13,0.68,0.99,0.14,0.27,0,0.6182
0.16,0.13,0.7,0.99,0.12,0.28,0,0.5988
0.22,0.12,0.71,0.99,0.11,0.27,0,0.6101
0.16,0.11,0.72,0.99,0.17,0.27,0,0.5927
0.19,0.12,0.74,0.99,0.12,0.28,0,0.6073
0.14,0.13,0.73,0.99,0.12,0.28,0,0.5995
0.12,0.17,0.72,0.99,0.08,0.26,0,0.6104
0.09,0.21,0.64,0.99,0.17,0.27,0,0.5847
0.22,0.22,0.5,0.99,0.16,0.27,0,0.5861
0.33,0.23,0.45,0.99,0.1,0.26,0,0.6079
0.3,0.23,0.39,0.99,0.1,0.28,0,0.5902
0.29,0.24,0.34,0.99,0.16,0.29,0,0.5714
0.35,0.24,0.41,0.99,0.17,0.31,0.01,0.5878
0.49,0.23,0.48,0.99,0.11,0.3,0.16,0.6583
0.34,0.2,0.59,0.99,0.15,0.3,0.34,0.669
0.45,0.2,0.59,0.99,0.08,0.28,0.48,0.7268
0.52,0.2,0.59,0.99,0.11,0.27,0.58,0.7515
0.29,0.18,0.62,0.99,0.09,0.28,0.62,0.7222
0.26,0.16,0.65,0.99,0.14,0.27,0.58,0.7047
0.29,0.14,0.67,0.99,0.21,0.26,0.5,0.6891
0.22,0.15,0.69,0.99,0.21,0.26,0.35,0.6568
0.26,0.15,0.69,0.99,0.23,0.26,0.18,0.6322
0.18,0.15,0.7,0.99,0.25,0.26,0.01,0.5899
0.12,0.15,0.71,0.99,0.22,0.26,0,0.582
0.24,0.15,0.72,0.99,0.21,0.26,0,0.6074
0.29,0.15,0.72,0.99,0.25,0.27,0,0.6076
0.17,0.15,0.73,0.99,0.26,0.26,0,0.5881
0.23,0.15,0.73,0.99,0.24,0.26,0,0.6002
0.25,0.15,0.75,0.99,0.25,0.26,0,0.606
0.23,0.16,0.75,1,0.32,0.27,0,0.591
0.16,0.19,0.73,1,0.3,0.27,0,0.5835
0.58,0.21,0.62,1,0.31,0.28,0,0.6362
0.66,0.22,0.34,1,0.23,0.27,0,0.6194
0.65,0.22,0.32,1,0.21,0.27,0,0.6179
0.56,0.23,0.29,1,0.26,0.26,0,0.5925
0.49,0.23,0.27,1,0.26,0.26,0,0.5784
0.55,0.23,0.28,1,0.27,0.24,0.01,0.5907
0.41,0.22,0.28,1,0.27,0.26,0.16,0.5927
0.24,0.21,0.3,1,0.24,0.25,0.34,0.5995
0.25,0.19,0.35,1,0.19,0.24,0.49,0.6404
0.29,0.16,0.41,1,0.24,0.24,0.58,0.6619
0.14,0.15,0.43,1,0.16,0.23,0.61,0.6571
0.17,0.14,0.47,1,0.21,0.23,0.58,0.6517
0.19,0.13,0.49,1,0.2,0.22,0.49,0.6464
0.24,0.12,0.54,1,0.24,0.21,0.35,0.6333
0.23,0.12,0.56,1,0.29,0.23,0.18,0.594
0.18,0.12,0.59,1,0.22,0.21,0.01,0.5786
0.23,0.11,0.62,1,0.23,0.22,0,0.586
0.26,0.1,0.64,1,0.29,0.22,0,0.5824
0.26,0.11,0.65,1,0.19,0.22,0,0.6007
0.36,0.1,0.66,1,0.21,0.22,0,0.6155
0.34,0.11,0.67,1,0.25,0.2,0,0.6104
0.39,0.11,0.68,1,0.19,0.2,0,0.6316
0.26,0.13,0.68,1,0.05,0.21,0,0.6344
0.19,0.17,0.59,1,0.16,0.19,0,0.601
0.21,0.21,0.46,1,0.19,0.19,0,0.5823
0.3,0.21,0.46,1,0.23,0.18,0,0.5941
0.44,0.22,0.44,1,0.16,0.19,0,0.6253
0.48,0.22,0.44,1,0.16,0.19,0,0.6301
0.54,0.22,0.42,1,0.16,0.18,0,0.64
0.5,0.21,0.45,1,0.15,0.19,0.01,0.6371
0.42,0.21,0.46,1,0.1,0.18,0.14,0.6573
0.38,0.19,0.53,1,0.12,0.18,0.28,0.6801
0.32,0.18,0.6,1,0.12,0.16,0.39,0.7008
0.3,0.16,0.63,1,0.07,0.15,0.51,0.73
0.15,0.15,0.65,1,0.04,0.15,0.58,0.7245
0.12,0.14,0.67,1,0.09,0.14,0.55,0.7078
0.17,0.12,0.69,1,0.06,0.15,0.47,0.7064
0.13,0.11,0.7,1,0.11,0.16,0.32,0.6662
0.12,0.11,0.72,1,0.11,0.16,0.16,0.6407
0.11,0.1,0.73,1,0.14,0.16,0.01,0.6092
0.12,0.1,0.75,1,0.2,0.17,0,0.6006
0.1,0.09,0.77,1,0.23,0.18,0,0.5925
0.12,0.09,0.79,1,0.22,0.17,0,0.6032
0.16,0.1,0.8,1,0.2,0.17,0,0.6158
0.21,0.09,0.82,1,0.2,0.17,0,0.6258
0.19,0.1,0.82,1,0.2,0.18,0,0.6225
0.21,0.11,0.81,1,0.16,0.18,0,0.6333
0.19,0.16,0.79,1,0.15,0.19,0,0.6323
0.12,0.2,0.72,1,0.15,0.2,0,0.6149
0.18,0.21,0.67,1,0.24,0.19,0,0.6072
0.36,0.22,0.58,1,0.23,0.19,0,0.6225
0.5,0.22,0.55,1,0.16,0.19,0,0.6524
0.49,0.22,0.56,1,0.24,0.19,0,0.6396
0.46,0.22,0.57,1,0.23,0.2,0,0.636
0.43,0.21,0.57,1,0.2,0.19,0.11,0.6555
0.41,0.19,0.63,1,0.2,0.19,0.23,0.6791
0.28,0.17,0.67,1,0.2,0.18,0.39,0.6889
0.23,0.16,0.7,1,0.28,0.17,0.41,0.6741
0.15,0.15,0.72,1,0.23,0.16,0.46,0.6827
0.19,0.14,0.73,1,0.23,0.17,0.5,0.6945
0.21,0.13,0.76,1,0.27,0.16,0.27,0.6559
0.15,0.11,0.8,1,0.27,0.17,0.22,0.6398
0.18,0.1,0.82,1,0.27,0.17,0.12,0.6314
0.13,0.1,0.85,1,0.28,0.18,0.02,0.607
0.14,0.1,0.87,1,0.26,0.19,0,0.609
0.22,0.11,0.88,1,0.27,0.2,0,0.6233
0.21,0.11,0.89,1,0.25,0.19,0,0.6285
0.19,0.1,0.9,1,0.26,0.19,0,0.6234
0.2,0.1,0.91,1,0.26,0.19,0,0.6251
0.29,0.09,0.92,1,0.27,0.19,0,0.6393
0.34,0.11,0.91,1,0.31,0.2,0,0.6425
0.26,0.16,0.88,1,0.27,0.19,0,0.6388
0.23,0.19,0.84,1,0.3,0.19,0,0.6276
0.24,0.21,0.75,1,0.3,0.19,0,0.6172
0.22,0.22,0.67,1,0.27,0.19,0,0.6089
0.19,0.23,0.47,1,0.28,0.19,0,0.5707
0.27,0.23,0.46,1,0.21,0.19,0,0.5943
0.35,0.23,0.48,1,0.19,0.19,0,0.612
0.35,0.22,0.48,1,0.17,0.19,0.11,0.6326
0.32,0.19,0.6,1,0.15,0.2,0.23,0.6665
0.24,0.18,0.66,1,0.16,0.19,0.34,0.676
0.12,0.16,0.69,1,0.1,0.18,0.4,0.681
0.19,0.15,0.7,1,0.25,0.17,0.4,0.6702
0.27,0.14,0.72,1,0.21,0.17,0.37,0.686
0.35,0.14,0.72,1,0.23,0.16,0.31,0.6882
0.38,0.13,0.74,1,0.21,0.18,0.21,0.6779
0.38,0.13,0.75,1,0.15,0.18,0.09,0.6697
0.39,0.12,0.77,1,0.18,0.18,0,0.6542
0.43,0.12,0.8,1,0.15,0.2,0,0.6678
0.48,0.13,0.83,1,0.08,0.18,0,0.6959
0.35,0.13,0.83,1,0.07,0.19,0,0.6748
0.35,0.12,0.84,1,0.11,0.18,0,0.67
0.46,0.13,0.85,1,0.11,0.17,0,0.6918
0.51,0.13,0.85,1,0.12,0.17,0,0.7016
0.51,0.13,0.86,1,0.07,0.16,0,0.7104
0.51,0.16,0.86,1,0.07,0.17,0,0.7132
0.45,0.18,0.82,1,0.05,0.15,0,0.7072
0.36,0.19,0.75,1,0.13,0.15,0,0.6708
0.27,0.21,0.68,1,0.13,0.14,0,0.6494
0.29,0.21,0.55,1,0.19,0.13,0,0.622
0.34,0.22,0.41,1,0.11,0.13,0,0.6208
0.5,0.22,0.4,1,0.17,0.13,0.01,0.6371
0.47,0.21,0.45,1,0.26,0.14,0.15,0.6472
0.47,0.2,0.52,1,0.14,0.14,0.33,0.7063
0.51,0.18,0.6,1,0.2,0.12,0.47,0.7395
0.43,0.17,0.64,1,0.21,0.12,0.56,0.7458
0.31,0.16,0.67,1,0.19,0.12,0.59,0.7372
0.28,0.15,0.69,1,0.19,0.13,0.56,0.7285
0.33,0.15,0.7,1,0.09,0.14,0.48,0.7363
0.24,0.14,0.71,1,0.21,0.15,0.34,0.6767
0.26,0.13,0.72,1,0.23,0.15,0.16,0.6487
0.32,0.12,0.73,1,0.22,0.16,0.01,0.6323
0.31,0.11,0.74,1,0.18,0.18,0,0.6329
0.35,0.1,0.76,1,0.19,0.2,0,0.6365
0.33,0.11,0.79,1,0.19,0.2,0,0.6379
0.33,0.1,0.79,1,0.28,0.19,0,0.6255
0.31,0.11,0.81,1,0.25,0.2,0,0.6274
0.37,0.11,0.81,1,0.16,0.2,0,0.6553
0.33,0.13,0.8,1,0.25,0.21,0,0.6333
0.39,0.18,0.77,1,0.22,0.19,0,0.6525
0.56,0.2,0.7,1,0.15,0.2,0,0.6846
0.73,0.21,0.6,1,0.16,0.2,0,0.6976
0.81,0.22,0.48,1,0.08,0.2,0,0.7039
0.78,0.22,0.46,1,0.09,0.19,0,0.6966
0.77,0.22,0.43,1,0.12,0.21,0,0.6819
0.82,0.21,0.46,1,0.07,0.2,0.01,0.7042
0.71,0.2,0.52,1,0.07,0.2,0.15,0.7169
0.3,0.19,0.51,1,0.1,0.21,0.32,0.6678
0.25,0.18,0.53,1,0.04,0.19,0.46,0.6962
0.24,0.17,0.56,1,0.01,0.18,0.56,0.7238
0.4,0.16,0.61,1,0.01,0.18,0.6,0.7634
0.36,0.15,0.63,1,0,0.18,0.57,0.7561
0.35,0.14,0.66,1,0.07,0.18,0.48,0.7292
0.34,0.14,0.65,1,0.08,0.17,0.34,0.7037
0.28,0.14,0.63,1,0.05,0.18,0.17,0.6675
0.35,0.14,0.61,1,0.1,0.18,0.01,0.6365
0.29,0.13,0.63,1,0.11,0.21,0,0.6228
0.23,0.13,0.63,1,0.11,0.21,0,0.6112
0.22,0.11,0.64,1,0.17,0.22,0,0.5975
0.15,0.11,0.66,1,0.17,0.22,0,0.5869
0.15,0.1,0.67,1,0.15,0.21,0,0.5952
0.15,0.11,0.68,1,0.23,0.21,0,0.5833
0.15,0.12,0.7,1,0.25,0.21,0,0.5841
0.17,0.17,0.68,1,0.23,0.22,0,0.5965
0.24,0.2,0.52,1,0.23,0.22,0,0.5857
0.38,0.21,0.39,1,0.24,0.21,0,0.589
0.29,0.22,0.36,1,0.23,0.2,0,0.5747
0.32,0.23,0.32,1,0.26,0.21,0,0.5678
0.49,0.23,0.26,1,0.27,0.22,0,0.5834
0.39,0.23,0.26,1,0.27,0.22,0,0.5658
0.46,0.22,0.39,1,0.3,0.22,0.07,0.6021
0.46,0.19,0.49,1,0.29,0.21,0.18,0.6372
0.31,0.17,0.59,1,0.25,0.21,0.27,0.646
0.27,0.16,0.62,1,0.21,0.26,0.33,0.653
0.21,0.16,0.62,1,0.18,0.28,0.34,0.644
0.19,0.15,0.61,1,0.24,0.25,0.33,0.6309
0.2,0.14,0.62,1,0.26,0.26,0.24,0.6138
0.12,0.12,0.65,1,0.15,0.26,0.18,0.6096
0.13,0.11,0.68,1,0.21,0.27,0.09,0.5881
0.14,0.1,0.69,1,0.04,0.25,0,0.6082
0.11,0.09,0.7,1,0.08,0.25,0,0.5967
0.1,0.08,0.71,1,0.07,0.26,0,0.5928
0.12,0.08,0.71,1,0.1,0.28,0,0.5887
0.14,0.08,0.71,1,0.08,0.28,0,0.5948
0.16,0.08,0.72,1,0.02,0.27,0,0.6113
0.2,0.08,0.72,1,0.01,0.27,0,0.6194
0.22,0.09,0.72,1,0.01,0.26,0,0.6275
0.16,0.15,0.72,1,0.02,0.27,0,0.6223
0.11,0.2,0.68,1,0.01,0.27,0,0.6167
0.13,0.23,0.35,1,0.07,0.27,0,0.563
0.27,0.24,0.33,1,0.08,0.26,0,0.5833
0.34,0.24,0.32,1,0.19,0.26,0,0.5764
0.28,0.25,0.34,1,0.08,0.28,0,0.5838
0.41,0.23,0.44,1,0.15,0.26,0.01,0.613
0.3,0.21,0.52,1,0.17,0.26,0.14,0.6242
0.27,0.19,0.59,1,0.12,0.28,0.26,0.6523
0.17,0.18,0.63,1,0.12,0.26,0.32,0.6542
0.21,0.15,0.67,1,0.08,0.34,0.24,0.6436
0.18,0.14,0.69,1,0.13,0.27,0.35,0.6599
0.31,0.12,0.71,1,0.13,0.28,0.33,0.6766
0.23,0.12,0.73,1,0.19,0.27,0.27,0.648
0.27,0.11,0.74,1,0.15,0.27,0.2,0.6513
0.24,0.11,0.76,1,0.11,0.25,0.11,0.6426
0.21,0.11,0.77,1,0.08,0.24,0,0.6293
0.3,0.11,0.78,1,0.12,0.24,0,0.6385
0.34,0.11,0.78,1,0.06,0.23,0,0.6572
0.37,0.11,0.78,1,0.08,0.24,0,0.6586
0.36,0.12,0.78,1,0.13,0.23,0,0.6484
0.38,0.12,0.77,1,0.16,0.24,0,0.646
0.43,0.13,0.74,1,0.12,0.24,0,0.6573
0.46,0.14,0.7,1,0.1,0.23,0,0.6607
0.52,0.16,0.67,1,0.15,0.21,0,0.6649
0.46,0.19,0.58,1,0.18,0.21,0,0.6383
0.37,0.2,0.47,1,0.2,0.21,0,0.606
0.45,0.21,0.27,1,0.16,0.21,0,0.5961
0.49,0.22,0.25,1,0.11,0.22,0,0.6038
0.5,0.22,0.25,1,0.1,0.21,0,0.6099
0.69,0.22,0.32,1,0.09,0.2,0,0.6579
0.79,0.21,0.39,1,0.15,0.2,0.12,0.6927
0.75,0.19,0.53,1,0.16,0.21,0.26,0.7279
0.63,0.18,0.59,1,0.16,0.2,0.39,0.7374
0.77,0.18,0.64,1,0.09,0.21,0.5,0.7966
0.66,0.17,0.67,1,0.05,0.21,0.54,0.7952
0.69,0.17,0.67,1,0.13,0.21,0.46,0.7751
0.81,0.16,0.68,1,0.11,0.2,0.39,0.7869
0.69,0.16,0.7,1,0.15,0.2,0.32,0.753
0.71,0.16,0.71,1,0.09,0.21,0.15,0.7363
0.77,0.15,0.71,1,0.1,0.2,0.01,0.7246
0.82,0.15,0.71,1,0.08,0.24,0,0.7284
0.89,0.16,0.7,1,0.16,0.26,0,0.7227
0.72,0.16,0.69,1,0.23,0.24,0,0.6836
0.68,0.15,0.69,0.99,0.22,0.23,0,0.6784
0.74,0.15,0.69,0.99,0.27,0.23,0,0.6809
0.95,0.15,0.7,0.99,0.25,0.22,0,0.7212
0.95,0.16,0.7,0.99,0.24,0.23,0,0.7243
0.89,0.18,0.7,1,0.26,0.22,0,0.7161
0.95,0.2,0.67,1,0.22,0.22,0,0.7305
0.86,0.22,0.65,1,0.22,0.22,0,0.7133
0.79,0.23,0.57,1,0.14,0.23,0,0.7042
0.72,0.24,0.49,1,0.16,0.22,0,0.6797
0.77,0.23,0.55,1,0.15,0.22,0,0.6968
0.6,0.22,0.64,1,0.19,0.22,0,0.6744
0.34,0.22,0.65,1,0.18,0.22,0.08,0.6473
0.25,0.2,0.68,1,0.19,0.21,0.23,0.6607
0.21,0.19,0.7,1,0.2,0.19,0.29,0.6664
0.11,0.18,0.72,1,0.14,0.2,0.41,0.6788
0.25,0.16,0.74,1,0.19,0.2,0.52,0.7151
0.37,0.16,0.78,1,0.21,0.21,0.51,0.7332
0.32,0.16,0.81,1,0.21,0.21,0.46,0.7214
0.29,0.16,0.83,1,0.2,0.2,0.3,0.6981
0.3,0.16,0.85,1,0.19,0.22,0.15,0.6726
0.38,0.16,0.85,1,0.2,0.23,0.01,0.6603
0.33,0.15,0.86,1,0.21,0.22,0,0.6526
0.4,0.15,0.87,1,0.21,0.23,0,0.6646
0.46,0.15,0.88,1,0.28,0.22,0,0.6655
0.45,0.15,0.89,1,0.28,0.22,0,0.6644
0.51,0.15,0.88,1,0.28,0.22,0,0.675
0.41,0.15,0.88,1,0.24,0.22,0,0.664
0.38,0.16,0.87,1,0.24,0.22,0,0.6576
0.36,0.18,0.84,1,0.29,0.22,0,0.6452
0.64,0.2,0.78,1,0.26,0.2,0,0.6923
0.48,0.21,0.75,1,0.31,0.19,0,0.6556
0.2,0.22,0.7,1,0.32,0.19,0,0.6022
0.56,0.2,0.69,1,0.3,0.19,0,0.6615
0.71,0.18,0.73,1,0.29,0.19,0,0.6889
0.8,0.17,0.78,1,0.28,0.19,0,0.7122
0.68,0.17,0.83,1,0.3,0.19,0.1,0.7155
0.68,0.16,0.86,1,0.27,0.19,0.22,0.7446
0.46,0.16,0.88,1,0.25,0.18,0.42,0.7476
0.43,0.16,0.89,1,0.2,0.18,0.57,0.7774
0.31,0.15,0.9,1,0.29,0.18,0.53,0.7368
0.26,0.14,0.91,1,0.2,0.17,0.43,0.7282
0.26,0.14,0.92,1,0.11,0.19,0.32,0.7208
0.28,0.13,0.92,1,0.16,0.2,0.23,0.7008
0.33,0.13,0.93,1,0.15,0.19,0.13,0.6959
0.27,0.13,0.93,1,0.2,0.19,0.01,0.657
0.33,0.12,0.94,1,0.2,0.21,0,0.6631
0.19,0.12,0.94,1,0.13,0.21,0,0.6519
0.3,0.12,0.95,1,0.13,0.2,0,0.6728
0.31,0.13,0.95,1,0.07,0.21,0,0.6835
0.29,0.13,0.95,1,0.04,0.21,0,0.6856
0.32,0.13,0.95,1,0.07,0.2,0,0.6901
0.27,0.13,0.96,1,0.1,0.2,0,0.6755
0.37,0.14,0.96,1,0.17,0.2,0,0.6831
0.24,0.16,0.94,1,0.14,0.21,0,0.6652
0.28,0.18,0.92,1,0.17,0.21,0,0.6667
0.29,0.19,0.9,1,0.16,0.22,0,0.6663
0.26,0.21,0.82,1,0.12,0.2,0,0.6624
0.39,0.21,0.71,1,0.08,0.21,0,0.6716
0.47,0.21,0.65,1,0.16,0.19,0,0.6648
0.46,0.2,0.61,1,0.17,0.2,0.11,0.6672
0.25,0.19,0.66,1,0.15,0.21,0.24,0.6646
0.22,0.17,0.7,1,0.1,0.2,0.36,0.6918
0.24,0.17,0.72,1,0.05,0.18,0.42,0.7205
0.25,0.16,0.73,1,0.08,0.18,0.47,0.7234
0.37,0.15,0.73,1,0.11,0.16,0.45,0.7392
0.34,0.16,0.73,1,0.12,0.15,0.37,0.7206
0.53,0.17,0.72,1,0.18,0.15,0.26,0.7245
0.67,0.16,0.73,1,0.25,0.15,0.12,0.7134
0.6,0.16,0.74,1,0.26,0.15,0,0.6812
0.58,0.16,0.75,1,0.23,0.16,0,0.6829
